ID,Fecha de Nacimiento,Edad,Estado Civil,Género,Numero de Hijos,Departamento,Posición,Pos-género,Salario Base Anual,C. desplazamiento,Horas Extras,€/h xtra,C. Objetivos,Salario total anual,Fecha de Contratación,Antigüedad,Antigüedad Binner,H.FormaciónXantigüedad,Rotaciones,Horas absentismo último año,Nivel de estudios,Teletrabajo,Performace,Engagement,Int.teletrabajo,Int.Nivel de estudios,Int. Posición-Gen,Int.Departamento,Int.Género,Int.Estado Civil
269,1965-01-28,58,Divorciado,Hombre,0,IT,Técnico de Soporte,Operario,25000,1237,28,284,2121,30074.1,2008-11-23,12,>8,39.9,1,0,Máster,NO,15.5,1,1,3,11,4,1,2
275,1972-03-26,54,Divorciado,Hombre,4,Comercial,Comercial,Técnico Nivel B,31000,1489,26,386,0,34518.75,2012-03-06,9,>8,22.4,3,4,Grado,NO,64.8,0.5,1,2,6,7,1,2
278,1999-01-19,30,Casado,Hombre,4,Producción,Operario,Manager,18000,0,29,0,0,18900,2013-08-10,8,>8,22.4,0,1,FP Superior,NO,41.2,3.9,1,1,12,9,1,1
278,1995-02-24,30,Casado,Hombre,4,Producción,Operario,Manager,18000,0,29,0,0,18900,2009-09-15,12,>8,39.9,0,0,FP Superior,NO,63.2,3.5,1,1,12,9,1,1
282,1985-07-14,39,Soltero,Hombre,0,Producción,Operario,Técnico de Soporte,28000,1401,26,260,0,31144.05,2010-11-12,10,>8,23.9,1,7,Máster,SI,35.2,4.9,0,3,10,9,1,0
284,1997-06-13,27,Soltero,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel C,17000,0,29,530,0,18406.5,2010-05-06,11,>8,39.9,2,0,Máster,SI,39.1,0.1,0,3,8,8,1,0
285,2006-03-15,27,Soltero,Hombre,0,Comercial,Comercial,Operario,25000,1265,25,253,657,28533.75,2019-02-25,2,<2,66.4,1,5,Grado,NO,58.9,1,1,2,11,7,1,0
287,1995-01-09,39,Casado,Hombre,0,Producción,Operario,Técnico Nivel C,17000,0,46,832,0,18723.6,2019-08-22,2,<2,90.6,1,4,Máster,NO,45.8,2.9,1,3,8,9,1,1
289,1965-08-28,64,Divorciado,Hombre,1,Producción,Operario,Técnico Nivel C,17000,0,43,781,0,18670.05,2016-01-22,5,4-6,32.2,0,4,Máster,NO,12.1,2,1,3,8,9,1,2
290,1974-03-30,47,Soltero,Hombre,0,Producción,Operario,Operario,25000,1273,39,389,2133,30235.8,2007-07-09,14,>8,24.9,1,1,Grado,NO,38,2.1,1,2,11,9,1,0
292,1973-09-17,55,Casado,Hombre,2,Comercial,Comercial,Técnico Nivel B,31000,1499,34,517,0,34666.8,2014-12-01,6,4-6,22.7,2,1,Máster,NO,66.1,0.6,1,3,6,7,1,1
295,1985-09-30,44,Casado,Hombre,0,Producción,Operario,Operario,25000,1242,38,376,892,28885.5,2015-07-11,6,4-6,33.6,1,2,Máster,NO,31.1,3.6,1,3,11,9,1,1
297,1989-12-30,42,Soltero,Hombre,0,Compras,Manager,Técnico de Soporte,28000,1923,35,346,0,31782.45,2018-01-07,3,2-4,44,1,3,Máster,SI,63.4,1.4,0,3,10,6,1,0
298,1978-05-17,52,Divorciado,Hombre,1,Soporte y Mantenimiento,Técnico de Soporte,Técnico de Soporte,28000,1893,26,258,0,31658.55,2016-03-26,5,4-6,20.5,2,3,Grado,SI,59.1,0.8,0,2,10,8,1,2
299,2001-12-29,27,Soltero,Hombre,0,Soporte y Mantenimiento,IT Soporte Interno,Técnico de Soporte,28000,1686,34,345,0,31532.55,2014-08-07,7,6-8,134.5,1,1,Máster,SI,33.4,1.9,0,3,10,8,1,0
301,1974-02-23,55,Divorciado,Hombre,0,Soporte y Mantenimiento,IT Soporte Interno,Técnico de Soporte,28000,1623,33,325,0,31445.4,2015-01-11,6,4-6,38.9,2,8,FP Superior,NO,58.3,2.2,1,1,10,8,1,2
305,1984-03-31,39,Casado,Hombre,1,Compras,Técnico Nivel B,Técnico Nivel A,28000,1324,27,409,0,31219.65,2009-07-10,12,>8,39.9,2,0,Grado,NO,48.4,2.2,1,2,4,6,1,1
308,1971-12-07,50,Casado,Hombre,2,Comercial,Comercial,Operario,25000,1247,39,395,1121,29151.15,2008-05-17,13,>8,26.9,1,3,Grado,NO,57.8,0.5,1,2,11,7,1,1
309,1966-02-13,61,Casado,Hombre,1,Soporte y Mantenimiento,Técnico Nivel B,Comercial,17000,989,41,407,1419,20806.8,2013-08-05,8,>8,35.4,0,3,FP Superior,NO,46.4,1.7,1,1,9,8,1,1
311,2008-06-24,22,Soltero,Hombre,0,Comercial,Comercial,Comercial,17000,962,32,319,1868,21157.5,2016-01-30,5,4-6,38.8,1,4,Grado,NO,67.9,0.3,1,2,9,7,1,0
313,1989-02-21,34,Casado,Hombre,4,Comercial,Comercial,Comercial,17000,989,46,458,828,20239.8,2008-10-25,13,>8,38.1,1,5,Grado,NO,84.9,1.3,1,2,9,7,1,1
314,1983-06-29,41,Casado,Hombre,1,Comercial,Manager,Técnico Nivel A,28000,1322,30,443,0,31253.25,2010-01-31,11,>8,37.6,2,1,Grado,NO,66.3,2.1,1,2,4,7,1,1
315,1971-07-13,56,Casado,Hombre,5,Soporte y Mantenimiento,Manager,Técnico Nivel A,28000,1382,26,384,0,31253.25,2013-04-20,8,>8,38.1,1,1,Máster,NO,54.9,3,1,3,4,8,1,1
316,1966-01-14,57,Divorciado,Hombre,1,Dirección,Manager,Técnico Nivel A,28000,1304,30,450,0,31240.65,2009-01-08,12,>8,25.5,3,1,Grado,NO,16,1.1,1,2,4,0,1,2
317,1986-03-10,47,Soltero,Hombre,0,Compras,Gerente,Técnico Nivel B,31000,1434,30,443,0,34520.85,2019-07-23,2,<2,61.3,3,3,Máster,NO,41.7,2,1,3,6,6,1,0
319,1972-02-05,55,Casado,Hombre,2,Producción,Operario,Técnico Nivel A,28000,1319,29,430,0,31235.4,2012-11-11,8,>8,24.3,3,1,Grado,NO,27.6,0.9,1,2,4,9,1,1
322,1968-10-08,62,Casado,Hombre,1,IT,Técnico de Soporte,Técnico Nivel A,28000,1376,26,393,0,31257.45,2016-08-21,5,4-6,20.9,2,1,Máster,NO,31.7,1.1,1,3,4,4,1,1
324,1994-09-21,31,Casado,Hombre,0,Producción,Operario,Técnico de Soporte,28000,1142,26,262,0,30874.2,2012-01-08,9,>8,21.6,0,6,Grado,NO,32.4,5.3,1,2,10,9,1,1
325,1979-02-17,46,Divorciado,Hombre,1,Soporte y Mantenimiento,IT Soporte Interno,Técnico Nivel B,31000,1410,27,409,0,34461,2011-03-05,10,>8,38.7,0,4,Grado,NO,39.5,0.8,1,2,6,8,1,2
329,1996-02-01,34,Soltero,Hombre,0,Producción,Técnico Nivel B,Operario,25000,1274,39,390,2974,31119.9,2016-07-14,5,4-6,41.1,2,5,Máster,NO,47,3.7,1,3,11,9,1,0
331,1992-04-04,38,Soltero,Hombre,2,Compras,Técnico Nivel A,Técnico de Soporte,28000,1771,39,390,0,31668,2015-11-17,5,4-6,20.8,1,9,Máster,SI,35.7,2.4,0,3,10,6,1,0
338,1970-01-03,58,Soltero,Hombre,0,Producción,Operario,Técnico Nivel C,17000,0,49,882,0,18776.1,2013-08-09,8,>8,31.9,3,2,FP Medio,NO,59.2,4,1,0,8,9,1,0
344,1973-05-24,55,Soltero,Hombre,0,IT,Técnico de Soporte,Comercial,17000,966,37,372,1129,20439.3,2014-09-08,7,6-8,116.1,1,4,FP Medio,NO,31.9,1.4,1,0,9,4,1,0
351,1973-07-15,50,Soltero,Hombre,0,Administración y Finanzas,Administrativo,Comercial,17000,976,38,382,233,19520.55,2009-09-21,12,>8,35.9,1,2,FP Superior,NO,62.8,2.4,1,1,9,5,1,0
353,1993-06-13,39,Soltero,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel C,17000,0,38,678,0,18561.9,2018-10-07,3,2-4,41.1,3,2,Máster,NO,31.2,0.8,1,3,8,8,1,0
355,1974-04-17,58,Viudo,Hombre,3,Producción,Operario,Comercial,17000,988,47,473,1893,21371.7,2018-05-21,3,2-4,62.8,0,1,Grado,NO,40.8,3.8,1,2,9,9,1,3
356,1998-05-16,31,Soltero,Hombre,0,IT,Técnico de Soporte,Técnico Nivel A,28000,1385,30,443,0,31319.4,2015-07-13,6,4-6,38,0,0,Máster,NO,12.8,1.8,1,3,4,4,1,0
357,1981-04-30,47,Casado,Hombre,2,Soporte y Mantenimiento,Manager,Técnico de Soporte,28000,1402,26,264,0,31148.25,2014-08-09,7,6-8,98.5,1,10,FP Superior,SI,51.2,0.8,0,1,10,8,1,1
358,2007-11-20,36,Casado,Hombre,1,Producción,Director,Director,50000,0,27,0,0,52500,2017-05-28,4,2-4,64.2,3,0,Máster,NO,30.3,4.9,1,3,1,9,1,1
358,2001-04-30,36,Casado,Hombre,1,Producción,Director,Director,50000,0,27,0,0,52500,2010-11-06,10,>8,21.2,3,0,Máster,SI,63.7,4.4,0,3,1,9,1,1
360,1980-10-17,52,Casado,Hombre,3,Compras,Manager,Técnico Nivel C,17000,0,38,684,0,18568.2,2019-01-25,2,<2,92.9,1,4,FP Medio,SI,53.7,0.6,0,0,8,6,1,1
365,1988-08-29,36,Soltero,Hombre,2,Producción,Manager,Comercial,17000,966,27,267,402,19566.75,2010-06-20,11,>8,31.5,1,1,Grado,NO,22.1,2.4,1,2,9,9,1,0
366,1966-03-13,60,Soltero,Hombre,0,IT,Manager,Comercial,17000,983,44,439,1569,20989.5,2012-07-17,9,>8,37.3,0,4,Grado,NO,12.7,1.3,1,2,9,4,1,0
371,1970-07-21,63,Soltero,Hombre,2,Producción,Operario,Comercial,17000,963,40,396,1280,20620.95,2019-05-08,2,<2,81.9,0,4,FP Superior,NO,60,3.6,1,1,9,9,1,0
376,1983-05-29,40,Casado,Hombre,0,Comercial,Manager,Técnico Nivel C,17000,0,47,846,0,18738.3,2009-10-27,12,>8,35,0,1,FP Superior,SI,66.3,0.5,0,1,8,7,1,1
379,1977-12-11,45,Soltero,Hombre,0,Producción,Operario,Operario,25000,1251,37,366,611,28589.4,2008-08-06,13,>8,39.9,1,0,Máster,NO,42.9,4.5,1,3,11,9,1,0
380,1965-01-31,58,Casado,Hombre,0,Producción,Operario,Técnico Nivel A,28000,1336,28,424,0,31248,2009-03-03,12,>8,38.4,3,0,Máster,NO,24.2,3.6,1,3,4,9,1,1
381,1970-11-03,56,Soltero,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel A,28000,1388,27,403,0,31279.5,2012-08-12,9,>8,28.7,2,1,Máster,NO,24.7,0.1,1,3,4,8,1,0
383,1967-04-04,61,Casado,Hombre,1,Producción,Operario,IT Soporte Interno,16000,0,34,343,0,17160.15,2014-08-27,7,6-8,115.8,0,5,Máster,NO,55.1,4,1,3,5,9,1,1
388,1970-04-02,57,Casado,Hombre,1,Soporte y Mantenimiento,Técnico de Soporte,IT Soporte Interno,16000,0,44,443,0,17265.15,2013-04-09,8,>8,28.7,1,2,Máster,NO,16.5,2.4,1,3,5,8,1,1
390,1966-04-15,56,Casado,Hombre,0,Comercial,Comercial,Comercial,17000,992,47,473,1079,20521.2,2008-10-09,13,>8,39.1,1,0,FP Superior,NO,53.8,1.4,1,1,9,7,1,1
395,1996-02-16,35,Soltero,Hombre,0,Producción,Técnico Nivel A,Operario,25000,1265,28,283,337,28229.25,2017-02-27,4,2-4,48.9,0,3,Máster,NO,50.9,4.9,1,3,11,9,1,0
399,1986-06-17,39,Casado,Hombre,0,Producción,Operario,Comercial,17000,986,46,460,1736,21191.1,2011-04-13,10,>8,25.3,0,3,Grado,NO,63.3,2.7,1,2,9,9,1,1
407,1985-10-17,47,Casado,Hombre,1,Soporte y Mantenimiento,Técnico Nivel A,Operario,25000,1284,34,339,1784,29828.4,2019-02-19,2,<2,79.4,0,2,Máster,NO,66.1,1,1,3,11,8,1,1
411,1976-07-04,49,Soltero,Hombre,0,Soporte y Mantenimiento,Manager,Operario,25000,1214,29,291,48,27881.7,2011-05-08,10,>8,39.3,2,4,Máster,NO,46.4,1.3,1,3,11,8,1,0
413,1971-06-26,59,Casado,Hombre,0,Producción,Operario,Comercial,17000,980,26,262,1388,20611.5,2016-07-01,5,4-6,46.8,1,5,Grado,NO,34,3.2,1,2,9,9,1,1
417,1999-01-19,31,Casado,Hombre,1,Producción,Comercial,Manager,18000,0,29,0,0,18900,2011-12-31,9,>8,26.7,0,0,Máster,NO,34.9,2.3,1,3,12,9,1,1
417,1995-11-25,31,Casado,Hombre,1,Producción,Comercial,Manager,18000,0,29,0,0,18900,2008-11-05,12,>8,22.5,0,4,Grado,NO,46.9,4.1,1,2,12,9,1,1
422,1998-06-04,24,Soltero,Hombre,0,IT,Técnico de Soporte,Técnico Nivel C,17000,0,44,800,0,18690,2008-07-30,13,>8,33.5,3,5,Grado,NO,11.8,1.8,1,2,8,4,1,0
425,1965-03-20,63,Divorciado,Hombre,1,Compras,Técnico Nivel B,Técnico de Soporte,28000,1759,37,365,0,31630.2,2014-05-03,7,6-8,134.4,0,1,Máster,SI,28.9,0.5,0,3,10,6,1,2
429,1983-12-14,43,Casado,Hombre,0,Producción,Operario,Técnico Nivel C,17000,0,42,748,0,18635.4,2013-04-15,8,>8,36.5,2,3,Máster,NO,25.5,4,1,3,8,9,1,1
430,1977-06-14,48,Casado,Hombre,2,Soporte y Mantenimiento,Técnico de Soporte,Técnico de Soporte,28000,1454,30,298,0,31238.55,2011-07-11,10,>8,29.8,0,2,Grado,SI,29.3,1.8,0,2,10,8,1,1
438,1978-05-03,54,Soltero,Hombre,0,Administración y Finanzas,Administrativo,Técnico Nivel A,28000,1341,26,385,0,31212.3,2018-08-24,3,2-4,58.9,2,1,Grado,NO,60.5,2.8,1,2,4,5,1,0
439,1972-01-18,53,Casado,Hombre,3,Producción,Técnico Nivel A,Técnico de Soporte,28000,1122,36,361,0,30957.15,2010-10-08,11,>8,22.8,0,9,FP Superior,SI,57.5,4.7,0,1,10,9,1,1
440,1980-05-26,49,Casado,Hombre,1,Producción,Operario,IT Soporte Interno,16000,0,30,295,0,17109.75,2015-09-25,6,4-6,31.2,0,2,Máster,NO,52.3,2.5,1,3,5,9,1,1
441,2002-12-07,30,Casado,Hombre,1,Producción,Director,Director,50000,0,57,0,0,52500,2019-03-26,2,<2,78.6,3,0,Grado,SI,71.9,3.2,0,2,1,9,1,1
441,2001-09-21,30,Casado,Hombre,1,Producción,Director,Director,50000,0,57,0,0,52500,2018-01-08,3,2-4,67.5,4,0,FP Medio,NO,59.1,3.6,1,0,1,9,1,1
443,1999-07-12,26,Soltero,Hombre,0,Producción,Operario,Operario,25000,1252,37,366,110,28064.4,2011-09-17,10,>8,30.6,1,0,Grado,NO,14,3.7,1,2,11,9,1,0
446,1969-09-19,60,Casado,Hombre,0,Producción,Operario,Técnico Nivel B,31000,1415,40,595,0,34660.5,2015-04-23,6,4-6,42.4,0,2,Máster,NO,39.3,3.3,1,3,6,9,1,1
447,2000-03-30,22,Soltero,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel C,17000,0,49,881,0,18775.05,2008-04-12,13,>8,34.5,1,1,Grado,NO,47.1,1.4,1,2,8,8,1,0
448,1961-07-09,60,Casado,Hombre,1,Producción,Operario,Técnico Nivel B,31000,1426,33,494,0,34566,2007-05-15,14,>8,30.9,0,0,Máster,NO,33.7,3.6,1,3,6,9,1,1
452,1993-01-19,40,Soltero,Hombre,0,Producción,Operario,Técnico de Soporte,28000,1392,38,385,0,31265.85,2018-12-28,2,<2,78.5,1,9,FP Superior,SI,42.1,2.9,0,1,10,9,1,0
453,1995-06-01,33,Casado,Hombre,5,Producción,Técnico Nivel A,Comercial,17000,981,31,314,1535,20822.55,2014-12-14,6,4-6,32.2,0,5,Grado,NO,36.6,3.4,1,2,9,9,1,1
455,2000-12-13,23,Soltero,Hombre,0,Producción,Operario,Operario,25000,1206,29,285,904,28765.8,2010-04-11,11,>8,37,1,3,Máster,NO,23.3,4.7,1,3,11,9,1,0
456,1973-11-17,52,Divorciado,Hombre,0,Marketing,Técnico Nivel B,Técnico Nivel A,28000,1334,29,433,0,31255.35,2011-07-18,10,>8,30.1,0,0,Máster,NO,32.9,1.4,1,3,4,1,1,2
459,1998-01-20,32,Soltero,Hombre,1,Producción,Operario,Manager,18000,0,26,0,0,18900,2013-02-08,8,>8,31.9,1,0,Grado,NO,58.1,2.6,1,2,12,9,1,0
459,2000-04-20,32,Soltero,Hombre,1,Producción,Operario,Manager,18000,0,26,0,0,18900,2015-05-10,6,4-6,24.7,1,4,FP Superior,NO,42.6,4.5,1,1,12,9,1,0
461,1998-08-06,33,Casado,Hombre,2,Producción,Operario,Manager,18000,0,29,0,0,18900,2010-02-10,11,>8,33.8,0,1,Máster,NO,16.5,3.3,1,3,12,9,1,1
461,2000-07-12,33,Casado,Hombre,2,Producción,Operario,Manager,18000,0,29,0,0,18900,2012-01-17,9,>8,37,0,1,Máster,NO,56,2.4,1,3,12,9,1,1
462,2005-10-20,39,Casado,Hombre,1,Producción,Comercial,Gerente,35000,0,59,1062,0,37865.1,2012-11-22,8,>8,32.3,4,0,Grado,SI,41.2,3.8,0,2,3,9,1,1
464,2003-08-09,24,Soltero,Hombre,2,Soporte y Mantenimiento,Técnico de Soporte,Técnico de Soporte,28000,1331,30,299,0,31111.5,2013-07-22,8,>8,22.4,2,3,FP Superior,SI,13.7,3.4,0,1,10,8,1,0
469,1957-12-10,64,Soltero,Hombre,2,Compras,Gerente,Técnico Nivel A,28000,1320,25,380,0,31185,2007-09-01,14,>8,38.5,2,0,Máster,NO,51.6,1.6,1,3,4,6,1,0
472,1969-06-22,62,Casado,Hombre,0,Soporte y Mantenimiento,Técnico Nivel C,Técnico Nivel C,17000,0,41,747,0,18634.35,2017-10-31,4,2-4,68.3,3,3,Grado,NO,46.2,0.3,1,2,8,8,1,1
477,1972-02-29,52,Casado,Hombre,1,Comercial,Comercial,Operario,25000,1212,35,347,869,28799.4,2010-08-30,11,>8,21.6,1,4,Máster,NO,65.4,0.9,1,3,11,7,1,1
483,2005-02-01,24,Soltero,Hombre,1,Compras,Manager,Técnico Nivel A,28000,1322,30,449,0,31259.55,2015-03-23,6,4-6,37.1,2,1,Máster,NO,30.9,2,1,3,4,6,1,0
485,2000-10-24,21,Casado,Hombre,1,Compras,Director,Director,50000,0,55,0,0,52500,2007-12-29,13,>8,33.1,4,0,FP Superior,SI,54.2,1.1,0,1,1,6,1,1
485,2003-01-16,21,Casado,Hombre,1,Compras,Director,Director,50000,0,55,0,0,52500,2010-03-22,11,>8,38.4,4,0,Grado,NO,37.8,1.2,1,2,1,6,1,1
486,1964-03-19,60,Casado,Hombre,1,Compras,Manager,Técnico Nivel A,28000,1316,26,395,0,31196.55,2010-04-08,11,>8,36.2,0,1,Máster,NO,39.8,1.8,1,3,4,6,1,1
491,1999-10-07,27,Soltero,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel C,17000,0,30,535,0,18411.75,2013-03-07,8,>8,29.7,2,2,Máster,SI,29.5,2.7,0,3,8,8,1,0
492,1992-12-03,38,Soltero,Hombre,0,Investigación y Desarrollo,Manager,Técnico Nivel C,17000,0,41,734,0,18620.7,2017-05-17,4,2-4,68.7,2,4,FP Medio,NO,41.3,0.9,1,0,8,2,1,0
493,1971-04-15,59,Soltero,Hombre,2,Soporte y Mantenimiento,Manager,Comercial,17000,982,45,454,1956,21412.65,2016-04-26,5,4-6,54.4,1,1,FP Medio,NO,68.5,1.1,1,0,9,8,1,0
498,1996-10-28,30,Soltero,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico de Soporte,28000,1546,29,286,0,31323.6,2012-08-09,9,>8,23,2,4,FP Superior,SI,28.2,2.1,0,1,10,8,1,0
501,1985-07-19,40,Soltero,Hombre,0,Producción,Manager,Técnico Nivel C,17000,0,46,828,0,18719.4,2011-02-14,10,>8,30.9,2,5,FP Medio,SI,48.2,4.3,0,0,8,9,1,0
503,2003-02-06,29,Casado,Hombre,2,Compras,Director,Director,50000,0,31,0,0,52500,2018-05-19,3,2-4,63.1,4,0,Grado,SI,56.4,1.3,0,2,1,6,1,1
503,1999-09-23,29,Casado,Hombre,2,Compras,Director,Director,50000,0,31,0,0,52500,2015-01-03,6,4-6,42.2,3,0,Máster,NO,51.1,0.3,1,3,1,6,1,1
504,1998-08-14,31,Soltero,Hombre,0,Dirección,Manager,Técnico de Soporte,28000,1254,28,279,0,31009.65,2015-11-08,5,4-6,33.4,2,5,Grado,NO,41.4,1.7,1,2,10,0,1,0
506,1965-02-17,61,Casado,Hombre,0,Producción,Operario,Técnico Nivel A,28000,1359,27,410,0,31257.45,2012-03-17,9,>8,31.4,0,0,Máster,NO,48.3,3.5,1,3,4,9,1,1
507,1976-09-28,53,Casado,Hombre,5,Soporte y Mantenimiento,Técnico de Soporte,Técnico de Soporte,28000,1962,33,325,0,31801.35,2015-11-21,5,4-6,31.4,1,6,FP Superior,NO,24.1,1,1,1,10,8,1,1
508,1982-05-14,52,Soltero,Hombre,1,Comercial,Comercial,Técnico Nivel A,28000,1350,27,400,0,31237.5,2020-01-18,1,<2,64.9,3,1,Máster,NO,65.3,1,1,3,4,7,1,0
516,1965-04-18,58,Soltero,Hombre,0,Producción,Operario,Operario,25000,1258,38,382,2427,30520.35,2009-02-15,12,>8,31.3,2,3,Grado,NO,27.3,3.5,1,2,11,9,1,0
517,1998-04-13,30,Soltero,Hombre,0,IT,Técnico de Soporte,Técnico Nivel A,28000,1387,27,407,0,31283.7,2014-04-03,7,6-8,95.3,1,0,Grado,NO,34.9,1.6,1,2,4,4,1,0
518,1975-12-28,55,Divorciado,Hombre,0,Producción,Operario,Técnico Nivel A,28000,1348,29,431,0,31267.95,2016-07-28,5,4-6,33.2,2,1,Grado,NO,35.7,3.6,1,2,4,9,1,2
519,1982-05-16,41,Casado,Hombre,3,Producción,Técnico Nivel B,Técnico de Soporte,28000,1660,33,332,0,31491.6,2009-07-14,12,>8,34.1,0,3,FP Superior,SI,47.4,3.9,0,1,10,9,1,1
522,1966-08-08,58,Divorciado,Hombre,3,Producción,Operario,Técnico Nivel C,17000,0,32,574,0,18452.7,2010-12-13,10,>8,27,2,4,Grado,NO,39.2,4.4,1,2,8,9,1,2
523,1964-11-26,62,Divorciado,Hombre,1,Producción,Operario,Técnico Nivel C,17000,0,36,640,0,18522,2013-05-06,8,>8,35.5,3,2,Máster,SI,58.3,3.9,0,3,8,9,1,2
524,1998-01-30,27,Soltero,Hombre,2,Recursos Humanos,Gerente,Operario,25000,1239,39,388,1108,29121.75,2011-08-01,10,>8,36.7,1,4,Grado,NO,52,2.1,1,2,11,3,1,0
525,1971-04-03,54,Casado,Hombre,2,Soporte y Mantenimiento,IT Soporte Interno,Técnico Nivel B,31000,1460,35,518,0,34626.9,2011-03-04,10,>8,35.4,1,0,Grado,NO,43.8,1.2,1,2,6,8,1,1
526,2008-03-01,25,Soltero,Hombre,0,Comercial,Comercial,Técnico de Soporte,28000,1642,29,294,0,31432.8,2018-10-10,3,2-4,74.2,1,8,Grado,SI,41.4,0.8,0,2,10,7,1,0
527,1981-05-18,51,Divorciado,Hombre,5,Producción,Operario,IT Soporte Interno,16000,0,33,328,0,17144.4,2018-09-15,3,2-4,65.1,0,1,FP Superior,NO,40.7,3,1,1,5,9,1,2
532,1991-12-13,33,Soltero,Hombre,1,Soporte y Mantenimiento,Técnico de Soporte,Operario,25000,1277,26,258,2737,30735.6,2010-09-06,11,>8,32.5,2,3,Máster,NO,59.8,1.1,1,3,11,8,1,0
537,1981-11-09,51,Soltero,Hombre,0,Producción,Administrativo,Técnico Nivel C,17000,0,29,527,0,18403.35,2019-02-21,2,<2,91.8,1,2,Máster,SI,29,3.7,0,3,8,9,1,0
540,2006-04-03,25,Soltero,Hombre,1,Producción,Operario,Técnico de Soporte,28000,1834,31,306,0,31647,2017-07-28,4,2-4,40.9,1,0,FP Superior,SI,28.6,3.4,0,1,10,9,1,0
541,1993-03-30,40,Soltero,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel A,28000,1350,28,427,0,31265.85,2019-06-03,2,<2,85.3,3,1,Grado,NO,39.9,1,1,2,4,8,1,0
542,1977-02-15,48,Casado,Hombre,1,Comercial,Manager,IT Soporte Interno,16000,0,41,412,0,17232.6,2011-02-11,10,>8,20.2,0,2,FP Superior,NO,78,0.3,1,1,5,7,1,1
545,2004-10-23,23,Soltero,Hombre,2,IT,Técnico de Soporte,Técnico Nivel C,17000,0,41,744,0,18631.2,2013-07-20,8,>8,32.2,4,1,FP Medio,NO,34,1.2,1,0,8,4,1,0
551,1985-06-16,46,Divorciado,Hombre,4,IT,Técnico de Soporte,Operario,25000,1221,25,255,1969,29866.2,2017-05-10,4,2-4,55.2,2,1,Máster,NO,16.4,1.3,1,3,11,4,1,2
552,1977-02-25,52,Casado,Hombre,1,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel A,28000,1374,25,381,0,31242.75,2014-11-29,6,4-6,26.7,0,0,Máster,NO,46.9,2.5,1,3,4,8,1,1
554,1974-01-15,51,Casado,Hombre,0,Producción,Operario,IT Soporte Interno,16000,0,41,415,0,17235.75,2011-05-09,10,>8,33.6,1,3,Grado,NO,42,1.4,1,2,5,9,1,1
558,1976-12-08,49,Divorciado,Hombre,3,Producción,Operario,Técnico Nivel A,28000,1343,27,401,0,31232.25,2011-10-19,10,>8,31.7,1,0,Grado,NO,28.2,2.2,1,2,4,9,1,2
559,2000-02-28,35,Casado,Hombre,2,Compras,Técnico Nivel B,Gerente,35000,0,38,686,0,37470.3,2010-09-30,11,>8,22.9,3,0,Máster,SI,20.7,1.5,0,3,3,6,1,1
561,1968-04-26,64,Casado,Hombre,5,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel C,17000,0,34,606,0,18486.3,2017-11-21,3,2-4,71.3,3,4,FP Medio,SI,44.2,0.8,0,0,8,8,1,1
564,1975-09-28,46,Casado,Hombre,1,Producción,Operario,Técnico Nivel A,28000,1365,26,396,0,31248,2008-03-31,13,>8,36.9,1,0,Máster,NO,45.8,4.1,1,3,4,9,1,1
571,1976-08-06,45,Soltero,Hombre,0,Producción,Operario,Técnico Nivel A,28000,1312,30,446,0,31244.85,2007-09-10,14,>8,23.2,0,1,Máster,NO,39.5,5.6,1,3,4,9,1,0
572,1967-06-28,61,Viudo,Hombre,1,Producción,Operario,Operario,25000,1270,25,254,2708,30693.6,2014-05-26,7,6-8,103,1,4,Máster,NO,23.2,3,1,3,11,9,1,3
578,2000-06-02,38,Soltero,Hombre,1,Compras,Comercial,Gerente,35000,0,33,591,0,37370.55,2015-03-03,6,4-6,32.2,2,0,Grado,SI,58.6,1.6,0,2,3,6,1,0
580,2005-02-12,22,Casado,Hombre,1,Marketing,Director,Director,50000,0,54,0,0,52500,2012-12-14,8,>8,24.6,4,0,Máster,SI,53.7,2.4,0,3,1,1,1,1
580,2003-03-03,22,Casado,Hombre,1,Marketing,Director,Director,50000,0,54,0,0,52500,2011-01-02,10,>8,30,4,0,Grado,SI,56.5,0.6,0,2,1,1,1,1
583,1983-10-30,47,Casado,Hombre,1,Comercial,Comercial,IT Soporte Interno,16000,0,46,459,0,17281.95,2016-09-18,5,4-6,49.1,1,4,FP Superior,NO,60.6,0.7,1,1,5,7,1,1
586,1972-11-05,49,Soltero,Hombre,0,Producción,Operario,Técnico Nivel B,31000,1496,26,387,0,34528.2,2007-11-07,13,>8,25.2,0,2,FP Superior,NO,29.6,4.4,1,1,6,9,1,0
592,1997-03-23,35,Casado,Hombre,3,Compras,Operario,Manager,18000,0,27,0,0,18900,2010-10-16,11,>8,25.8,1,3,Grado,NO,40.7,1.7,1,2,12,6,1,1
